,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data
436,4ZERLduZmmVmRRzAdVt7KM,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[14, 20]'",'*C*',256,0,180,RobotEEG
437,qxfjfqD98Ho4GsNR5ty7nU,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*',256,0,180,onlyEEGData
438,qx7N6Zda6oiJzoLaMr7BJX,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*',256,0,180,RobotEEGAux
439,K4EWUCz5vHtUpE4meHGSYh,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*',256,0,180,RobotEEG
440,M3xsTym6ucJTqQQBk6zAFC,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*z',256,0,180,onlyEEGData
441,N4E57tDXejiJzJBqDg99nT,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*z',256,0,180,RobotEEGAux
442,uNoBFiVQkzs5XRFVMBYK9h,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*z',256,0,180,RobotEEG
443,CNHodow8PBkjszYoZQxkPB,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*C*',256,0,180,onlyEEGData
444,HVEEdMuxaBR3b8mngT93PM,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*C*',256,0,180,RobotEEGAux
445,3iGrfRFmnLkjb7LmyuHKx9,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[20, 30]'",'*C*',256,0,180,RobotEEG
446,Jis9P3u5svDuhDnYFMKekY,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*',256,0,180,onlyEEGData
447,pZCJ4s46VQQx9mdWM5DRFW,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*',256,0,180,RobotEEGAux
448,k68oH9ybBQHzaoxpjpGPWA,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*',256,0,180,RobotEEG
449,VzCcZNuiYJG4H3J5khbUXj,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*z',256,0,180,onlyEEGData
450,Rq3L4vg7VPb8NSspEdM3sF,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*z',256,0,180,RobotEEGAux
451,ucK8iVLdGK8QUc8D2rFJAa,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*z',256,0,180,RobotEEG
452,c7HzHnHshG6y4EM3ecYTXo,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*C*',256,0,180,onlyEEGData
453,NN4r56tVwCb7RFH4GmomDM,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*C*',256,0,180,RobotEEGAux
454,iHTKL4GghWnPk3tABwn2Kg,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,rf_reg,0.001,0,"'[30, 40]'",'*C*',256,0,180,RobotEEG
