,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data
31,7wMq8TMuYtzcE2W5Yv37Dn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[0, 4]'",'*C*',256,180,180,RobotEEG
32,U9kNixrEtUgzwaTwVt24V7,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*',256,180,180,onlyEEGData
33,wc4k5t3PpxysnktJ8ry9Q4,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*',256,180,180,RobotEEGAux
34,XZSXpCguVQ44nVb9zkHcVB,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*',256,180,180,RobotEEG
35,2HQZcrc9ur7Kx9U2KtVQPW,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*z',256,180,180,onlyEEGData
36,hLiTvdvyqedUCCHFMauXVg,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*z',256,180,180,RobotEEGAux
37,6YFrwuY4iyKPxbdb7aNkdR,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*z',256,180,180,RobotEEG
38,KuQmkUKdzZ9PbaARmRQPxQ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*C*',256,180,180,onlyEEGData
39,N96ANMEHzy2BCNwJGuGLNo,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*C*',256,180,180,RobotEEGAux
40,roEdHTMmjyPJSeipL4kAtZ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[4, 8]'",'*C*',256,180,180,RobotEEG
41,9SABBdZLhjqnqkXeczc7K6,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*',256,180,180,onlyEEGData
42,AmpjkVwNcUCzauNTHTzeaU,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*',256,180,180,RobotEEGAux
43,ycTEWGKXri8fGbCPk4VDhX,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*',256,180,180,RobotEEG
44,mhzebpZW7j98ygH5yCGPfd,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*z',256,180,180,onlyEEGData
45,vM3QXpvxDdkRVEwaEuHdLK,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*z',256,180,180,RobotEEGAux
46,Rk6yxQQWmXLU5TRFr3YdKb,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*z',256,180,180,RobotEEG
47,eU8rQHSjKY8GbWyrNDJbg8,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*C*',256,180,180,onlyEEGData
48,5FB8FQUphWHzQJNr5av2YF,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*C*',256,180,180,RobotEEGAux
49,LZmYLL5rvzJoLZhW3owgQS,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,eegnet,0.001,0,"'[8, 14]'",'*C*',256,180,180,RobotEEG
