,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data
168,ZND4gghkBts6DNvF9nzKo8,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[8, 14]'",'*',256,180,180,RobotEEGAux
169,vuziguCS49ngouHigNkNfD,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[8, 14]'",'*',256,180,180,RobotEEG
170,37mPJqcp3ReYXi6fbJiwdJ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[8, 14]'",'*z',256,180,180,onlyEEGData
171,S2utigreQDg7L9qidqiwFT,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[8, 14]'",'*z',256,180,180,RobotEEGAux
172,pPe6XfPbbnypjo6iTYERzc,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[8, 14]'",'*z',256,180,180,RobotEEG
173,kBgUZMofdzo7nyfX4Ur9tE,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[8, 14]'",'*C*',256,180,180,onlyEEGData
174,rYxhEDh8X2zAy3ccAZKERf,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[8, 14]'",'*C*',256,180,180,RobotEEGAux
175,YZHhmDzJFgmHVfwVeZ3g3C,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[8, 14]'",'*C*',256,180,180,RobotEEG
176,qMYb2x7dhzyUNhdh5TM38h,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*',256,180,180,onlyEEGData
177,VQSWbKkCdZQg6q7FD7U4CZ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEGAux
178,r3MHHd82645baeoyxnRVhV,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEG
179,jWaEuMsvEm6VYyd34ZUowZ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*z',256,180,180,onlyEEGData
180,dBucuYb4tkhKsYaNzPhN7n,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEGAux
181,853EddPmwP5nghHoxjCpCn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEG
182,Xei6ATtDuf2tBqKEitcj98,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*C*',256,180,180,onlyEEGData
183,KMuuGe5Sc2AMYioShyvbBG,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEGAux
184,NLN4Xt5hPbaQAuQXPVpCUb,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEG
185,beBwNPAgKuaVLYVwqNj9Hh,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*',256,180,180,onlyEEGData
186,ingSvMuSXuAjjqAp698XsX,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*',256,180,180,RobotEEGAux
187,iciaRoCAmZQVWRzRe4f9Ke,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*',256,180,180,RobotEEG
188,AtYsuRW5pkEjkWgzPsytx6,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*z',256,180,180,onlyEEGData
189,R5SSVocTGZ7m855qAsKWZF,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*z',256,180,180,RobotEEGAux
190,6WMYrvasnjWEym8G2MaxKn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*z',256,180,180,RobotEEG
191,SB7UK2spUg9i5UTB6g5Qg5,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*C*',256,180,180,onlyEEGData
192,a5ANHrxMZ6uqVV2DPfAc5m,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*C*',256,180,180,RobotEEGAux
193,AEEZDQNRZcaQn9HeS9bK5b,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[20, 30]'",'*C*',256,180,180,RobotEEG
194,svs9CwjynEyrdN6G4uFKiD,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*',256,180,180,onlyEEGData
195,dMUyzTUsgfahHPh6JV6esS,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*',256,180,180,RobotEEGAux
196,e3LBwoTWjdJpYU3kdHCRZg,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*',256,180,180,RobotEEG
197,X2BqiTad9mDw74dr3NWGRC,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*z',256,180,180,onlyEEGData
198,GCF2tismyD3m5ZhZeb5avJ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*z',256,180,180,RobotEEGAux
199,srJpTuVQuWpJ5cGqUvagb3,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*z',256,180,180,RobotEEG
200,N4EFvGeWu9rc6gEbJ8uECR,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*C*',256,180,180,onlyEEGData
201,MYAcmQZ8BvPMbGnjMPynN9,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*C*',256,180,180,RobotEEGAux
202,cGMVwGYgFU73xUc5rJ784a,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[30, 40]'",'*C*',256,180,180,RobotEEG
