,Unnamed: 0,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data,config_has_run,mse_train,mse_valid,mse_test,corr_train,corr_valid,corr_test,corr_p_train,corr_p_valid,corr_p_test
241,241,v7hZWK6D5CtPptuNGzCDf8,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEG,True,"[0.2604389488697052, 0.09244545549154283, 0.12213931977748872]","[0.19886022806167605, 0.1379503458738327, 0.12358471751213075]","[0.17664577066898346, 0.15824654698371887, 0.07939917594194412]","[0.5180569887161255, 0.3497447371482849, 0.6151923537254333]","[0.7241417169570923, 0.27278366684913635, 0.6015637516975403]","[0.6466224789619446, 0.2683829963207245, 0.7439725995063782]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
242,242,9po7nF5HR6CXSvUKMCChXb,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[14, 20]'",'*z',256,180,180,onlyEEGData,True,"[0.3559771180152893, 0.1053294986486435, 0.1965114027261734]","[0.3796040117740631, 0.1292334496974945, 0.18208032846450808]","[0.2992803752422333, 0.15907315909862518, 0.17852281033992767]","[0.0004366799257695675, 0.0002492348721716553, 0.0003582258941605687]","[-1.3428318197838962e-05, -0.00011372168228263037, -0.0004991012974642217]","[0.00012622869689948854, 0.00042336463229730725, 9.676198715169447e-06]","[0.7277876587490024, 0.8951940291310727, 0.7748348849607535]","[0.9977001178991431, 0.9805246773947492, 0.914681527563528]","[0.97838329595478, 0.9275894835722736, 0.9983427468031706]"
243,243,cVwuHjetVqhipLYQqCoAnc,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEGAux,True,"[0.35593706369400024, 0.10532456636428833, 0.19645763933658603]","[0.3794629871845245, 0.12922462821006775, 0.18202032148838046]","[0.29924699664115906, 0.15907065570354462, 0.17845147848129272]","[0.0106158796697855, 0.006852542981505394, 0.016536878421902657]","[0.02469501830637455, 0.011901108548045158, 0.01887555234134197]","[0.012660957872867584, 0.0009978619636967778, 0.01864553429186344]","[2.6289760432236557e-17, 0.000292331785511618, 8.079791397992115e-40]","[1.1469177114270756e-07, 0.010626617013323441, 5.075457889616722e-05]","[0.006570396665694046, 0.8303928021287705, 6.261393575380798e-05]"
244,244,UTCboQoiGKw9PzRn26ci3X,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEG,True,"[0.2604377865791321, 0.0924454927444458, 0.12213940918445587]","[0.198859304189682, 0.13795149326324466, 0.12358272075653075]","[0.17664453387260434, 0.15824660658836365, 0.07939693331718445]","[0.5180599093437195, 0.3497442305088043, 0.6151920557022095]","[0.7241469025611877, 0.27275794744491577, 0.6015737056732178]","[0.6466275453567505, 0.2683809399604797, 0.7439856529235841]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
245,245,qnGq2SsQ8E8Yu8pfFPCkic,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[14, 20]'",'*C*',256,180,180,onlyEEGData,True,"[0.35597658157348633, 0.1053294986486435, 0.1965114027261734]","[0.3796042501926422, 0.1292334496974945, 0.18208062648773196]","[0.29928067326545715, 0.159073144197464, 0.17852312326431274]","[0.0013693069340661168, 0.00023450750450138003, 0.00033952470403164625]","[8.027004514588043e-05, -4.2370993469376125e-06, -0.000448751641670242]","[-1.960435474757105e-05, 0.00033085051109082997, -0.00021756427304353565]","[0.2750744394920448, 0.9013544013048368, 0.7862965341530742]","[0.9862527277470172, 0.9992743052512064, 0.9232604290435329]","[0.9966423469143896, 0.943382409647096, 0.9627510311588396]"
246,246,JAaFc9ZdS8EXSBnBHGtykY,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEGAux,True,"[0.26043716073036194, 0.09244486689567566, 0.12213939428329468]","[0.1988595724105835, 0.1379515677690506, 0.1235828846693039]","[0.17664547264575958, 0.15824520587921145, 0.0793972760438919]","[0.5180616974830627, 0.349752813577652, 0.6151922345161438]","[0.7241458892822266, 0.2727614939212799, 0.6015729308128357]","[0.6466246247291565, 0.2683919966220856, 0.7439838647842407]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
247,247,mnWRqWYTigNMbNxPqhdG9X,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEG,True,"[0.2604372501373291, 0.0924454852938652, 0.12213939428329468]","[0.19885960221290588, 0.13795146346092224, 0.12358296662569045]","[0.17664481699466705, 0.15824660658836365, 0.07939726859331131]","[0.5180612802505493, 0.3497442603111267, 0.6151920557022095]","[0.7241460680961609, 0.2727583646774292, 0.601572573184967]","[0.6466266512870789, 0.2683807611465454, 0.743984043598175]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
248,248,hKUEC3w65SiqjsLommm3mF,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*',256,180,180,onlyEEGData,True,"[0.3559774160385132, 0.10532961040735243, 0.19651135802268985]","[0.3796048164367676, 0.12923340499401093, 0.1820804327726364]","[0.2992806434631348, 0.1590733379125595, 0.1785234659910202]","[0.0006930000963620843, 2.0697003492387008e-05, 0.0005945846787653862]","[-0.0003882124146912247, 0.00033319016802124685, -0.00035336089786142116]","[0.00021549990924540907, 0.0002892122429329902, -0.0012648086994886398]","[0.5806891878315459, 0.9912716786437508, 0.6349312475271292]","[0.9335872384155784, 0.9429827100093426, 0.9395374120322166]","[0.9631042156894356, 0.9504980506781392, 0.7860066738618949]"
249,249,A4pTZKbJ44Hcd3UkHhS3Zn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*',256,180,180,RobotEEGAux,True,"[0.2604387402534485, 0.09244491159915924, 0.12213931977748872]","[0.19885975122451785, 0.1379527598619461, 0.12358258664608003]","[0.17664504051208496, 0.15824562311172485, 0.07939785718917848]","[0.5180573463439941, 0.3497523069381714, 0.6151922345161438]","[0.7241450548171997, 0.2727474868297577, 0.6015742421150208]","[0.6466250419616699, 0.26839134097099304, 0.7439847588539124]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
250,250,ZWZrJuzTMFFqdWkx5HvUD2,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*',256,180,180,RobotEEG,True,"[0.2604389190673828, 0.09244553744792937, 0.12213937193155287]","[0.19885963201522827, 0.13795205950737, 0.12358289211988448]","[0.17664456367492676, 0.15824690461158752, 0.07939653098583221]","[0.5180570483207703, 0.3497437834739685, 0.6151923537254333]","[0.7241457104682922, 0.2727498412132263, 0.6015731692314148]","[0.6466268301010132, 0.26838046312332153, 0.7439842224121094]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
251,251,x5nh6brVKqSCskBvpUVMjm,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*z',256,180,180,onlyEEGData,True,"[0.3559771478176117, 0.1053294911980629, 0.1965114027261734]","[0.3796040117740631, 0.1292334645986557, 0.1820802241563797]","[0.2992804050445557, 0.15907321870326996, 0.1785227507352829]","[0.00039534151437692333, 0.00027340336237102747, 0.000255930150160566]","[2.9483035177690912e-05, -4.580176391755231e-05, -0.00042925134766846895]","[-7.477906910935417e-05, 0.00044358131708577275, 9.420380592928266e-06]","[0.7526706865778315, 0.8850983423236459, 0.8380647135072024]","[0.9949504369301652, 0.9921556001059968, 0.9265854709363966]","[0.987193044052833, 0.9241419052705946, 0.9983865605839338]"
252,252,MYZa63dqLLegh4noAJ5QwB,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*z',256,180,180,RobotEEGAux,True,"[0.3557555675506592, 0.10530320554971696, 0.19619828462600708]","[0.3788011372089386, 0.12918610870838165, 0.18172384798526764]","[0.2993421256542206, 0.15908357501029968, 0.17846912145614624]","[0.024949561804533005, 0.015801390632987022, 0.0399160273373127]","[0.06046286225318909, 0.028291160240769383, 0.0462709590792656]","[0.023843765258789062, 0.0013613936025649311, 0.035189684480428696]","[4.9719892757682326e-88, 6.68574069815465e-17, 4.0292419154781735e-223]","[1.382587126964068e-38, 1.2468278469671022e-09, 2.85356303092262e-23]","[3.072386020356153e-07, 0.7701089428324746, 4.1552075542108435e-14]"
253,253,PtYgev3mrfTiubSr9GQd5R,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*z',256,180,180,RobotEEG,True,"[0.2604377567768097, 0.0924454927444458, 0.12213944643735886]","[0.198859304189682, 0.13795147836208346, 0.1235826313495636]","[0.17664451897144318, 0.15824666619300842, 0.07939691841602325]","[0.5180599689483643, 0.3497442305088043, 0.6151921153068542]","[0.7241469025611877, 0.27275827527046204, 0.6015743017196655]","[0.6466277241706848, 0.2683809399604797, 0.7439858913421631]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
254,254,a383QcbFsuvpa2puDrL46U,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*C*',256,180,180,onlyEEGData,True,"[0.3559767305850983, 0.1053294986486435, 0.1965114027261734]","[0.3796042203903198, 0.1292334645986557, 0.1820802539587021]","[0.2992806434631348, 0.15907318890094754, 0.17852285504341125]","[0.0010953054297715423, 0.00025697905221022666, 0.0002310213603777811]","[8.054928912315518e-06, -5.670393875334412e-05, -0.0003639691276475787]","[-0.00018565205391496417, 0.0004743082681670785, -0.0007168453885242343]","[0.3826363466359888, 0.8919571933167951, 0.8536377116347823]","[0.9986204228140468, 0.9902884840920498, 0.9377259040384534]","[0.9682115511484684, 0.918904745897176, 0.8777077545742195]"
255,255,gKrKFRyGJFrvEVTC6rnGcN,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*C*',256,180,180,RobotEEGAux,True,"[0.2604374289512634, 0.09244486689567566, 0.12213939428329468]","[0.19885948300361636, 0.1379515528678894, 0.12358253449201585]","[0.17664548754692078, 0.1582452356815338, 0.07939697057008742]","[0.518061101436615, 0.349752813577652, 0.6151922345161438]","[0.7241460084915161, 0.27276182174682617, 0.6015746593475342]","[0.6466246247291565, 0.26839226484298706, 0.7439855933189392]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
256,256,wT8CQ8mFtZgVVKE7jMmXMS,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[20, 30]'",'*C*',256,180,180,RobotEEG,True,"[0.2604374885559082, 0.0924454927444458, 0.12213944643735886]","[0.19885951280593872, 0.13795143365859985, 0.1235826164484024]","[0.17664481699466705, 0.15824662148952484, 0.07939694821834564]","[0.5180608630180359, 0.3497443199157715, 0.6151919960975647]","[0.7241462469100952, 0.2727586030960083, 0.6015743017196655]","[0.6466267108917236, 0.2683809101581573, 0.7439856529235841]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
257,257,QM6rQ2LgbSdQSYSBTW6jKW,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*',256,180,180,onlyEEGData,True,"[0.355977475643158, 0.1053294986486435, 0.19651222229003906]","[0.3796046376228333, 0.1292334944009781, 0.18208137154579165]","[0.2992812395095825, 0.15907326340675354, 0.17852503061294556]","[0.0008404409745708108, 0.0002808400895446539, 0.00025078110047616065]","[0.0002343157539144158, -6.091790055506863e-05, -0.00014280586037784818]","[8.355511090485378e-05, 0.00033312151208519936, -0.0010607405565679073]","[0.5029209629466567, 0.881995536207682, 0.8412789186431378]","[0.9598853575396992, 0.9895668113270192, 0.9755452889541342]","[0.9856901773599196, 0.9429944387803608, 0.819883255339894]"
258,258,JJZ3pihrxXiY8JRsG3YCRE,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*',256,180,180,RobotEEGAux,True,"[0.2604386806488037, 0.09244485944509506, 0.12213962525129317]","[0.19885963201522827, 0.13795076310634613, 0.12357687205076218]","[0.17664572596549988, 0.1582449972629547, 0.07943972945213318]","[0.5180575847625732, 0.3497527241706848, 0.6151919364929199]","[0.7241441011428833, 0.2727688252925873, 0.6015868186950684]","[0.6466229557991028, 0.26839184761047363, 0.7439950704574585]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
259,259,cCtTYDALQK2FgVcrxUWSvN,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*',256,180,180,RobotEEG,True,"[0.26043900847435003, 0.0924454852938652, 0.12213950604200365]","[0.19886000454425806, 0.13795170187950134, 0.12358050048351288]","[0.17664477229118347, 0.1582466959953308, 0.07942122966051103]","[0.5180567502975464, 0.3497442305088043, 0.6151917576789856]","[0.7241421937942505, 0.27275604009628296, 0.6015759706497192]","[0.6466255784034729, 0.2683810293674469, 0.743983805179596]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
260,260,4pxXS7JwL8qaVoeDXYsqF3,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*z',256,180,180,onlyEEGData,True,"[0.3559770882129669, 0.1053294986486435, 0.1965114027261734]","[0.3796040415763855, 0.1292334645986557, 0.1820802092552185]","[0.2992803454399109, 0.15907321870326996, 0.17852286994457245]","[0.00048535628593526775, 0.000297223508823663, 0.00028303856379352515]","[-0.00010336491686757654, -4.4620988774113364e-05, -0.00018457541591487825]","[0.0002892381162382663, 0.0003807082248385996, -0.0006102765328250825]","[0.6988531766906583, 0.8751663772750721, 0.821188492865023]","[0.9822980118993396, 0.9923578234158392, 0.9683958027752168]","[0.9504936278741016, 0.9348681212281084, 0.8957753386994107]"
261,261,VhzwzUX5BLtJw5eQSFMnMR,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*z',256,180,180,RobotEEGAux,True,"[0.35588589310646057, 0.10531631112098694, 0.19637686014175412]","[0.3792741894721985, 0.12921462953090668, 0.18193557858467105]","[0.29919132590293884, 0.15906229615211487, 0.17828553915023804]","[0.016005221754312515, 0.011190494522452354, 0.026163211092352867]","[0.037503495812416084, 0.017565358430147168, 0.02911430038511753]","[0.020128320902585983, 0.0010767353232949972, 0.03302231803536415]","[2.8025348676735193e-37, 3.3187684108382692e-09, 5.84016011007387e-97]","[8.065057985602468e-16, 0.00016271669615729187, 4.0808188025931466e-10]","[1.5524152171044858e-05, 0.8172149582558259, 1.3372927000193186e-12]"
262,262,4yujFNvbu2JpAwbz6roaWU,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*z',256,180,180,RobotEEG,True,"[0.2604376673698425, 0.0924454927444458, 0.12213944643735886]","[0.1988593488931656, 0.13795144855976105, 0.1235826313495636]","[0.17664438486099246, 0.15824665129184726, 0.07939697802066803]","[0.5180599689483643, 0.3497442603111267, 0.6151921153068542]","[0.724146842956543, 0.27275875210762024, 0.6015743017196655]","[0.6466280817985535, 0.26838088035583496, 0.7439855337142944]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
263,263,i48Tc7aCZ4DzCyWxWNjvom,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*C*',256,180,180,onlyEEGData,True,"[0.3559767007827759, 0.1053294911980629, 0.1965113878250122]","[0.3796042501926422, 0.1292334645986557, 0.18208026885986328]","[0.29928067326545715, 0.15907321870326996, 0.1785230040550232]","[0.0010830338578671217, 0.00028875880525447434, 0.00033884984441101546]","[-8.398349746130407e-05, -4.432792411535047e-05, -0.00013879632751923054]","[-0.000203023839276284, 0.00039095390820875764, -0.0008722207276150584]","[0.3879903650626113, 0.8786936221117365, 0.7867110279278375]","[0.985616818943588, 0.9924080147455742, 0.976231693165693]","[0.9652388527668692, 0.9331193382444576, 0.8514818243317068]"
264,264,rrnvQuLKo5QzQ3oRZu7Uyn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*C*',256,180,180,RobotEEGAux,True,"[0.26043733954429626, 0.09244486689567566, 0.12213938683271408]","[0.1988595724105835, 0.13795161247253418, 0.12358253449201585]","[0.17664577066898346, 0.15824522078037262, 0.07939703017473221]","[0.5180612802505493, 0.3497527539730072, 0.6151921153068542]","[0.7241459488868713, 0.27276143431663513, 0.6015747785568237]","[0.6466237306594849, 0.26839184761047363, 0.7439852952957153]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
265,265,DSQvKWAvSkX9PZHTTBZKGc,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_reg,0.001,0,"'[30, 40]'",'*C*',256,180,180,RobotEEG,True,"[0.2604374587535858, 0.0924454927444458, 0.12213941663503647]","[0.19885946810245514, 0.13795144855976105, 0.1235826313495636]","[0.1766449511051178, 0.15824665129184726, 0.07939712703227997]","[0.5180609226226807, 0.3497442901134491, 0.6151921153068542]","[0.7241461873054504, 0.2727580964565277, 0.6015743017196655]","[0.6466261744499207, 0.2683809101581573, 0.7439850568771362]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
266,266,xJqg3HPohscRvnJK2tFh6b,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*',256,180,180,onlyEEGData,True,"[0.3733495599042265, 0.11222015850508978, 0.20106528154468167]","[0.4117585137460867, 0.0932539955445542, 0.19652390449689455]","[0.3000083498540332, 0.13907517470699066, 0.17103981145314365]","[0.0036175475845815477, 0.003959169614942949, 0.0054014045663973815]","[0.008889792496942609, 0.0007761489494889307, 0.0022206140023474856]","[0.0077048941104641624, 0.0036163170080190654, 0.004235310069000811]","[0.0039329103848876395, 0.03637996244859617, 1.608720191458996e-05]","[0.05635358354394529, 0.8676803876191108, 0.6335969383174465]","[0.09814138858861546, 0.4375900413336065, 0.3632752958260106]"
267,267,KcBjwiYxNdpQw95nyfMEWQ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*',256,180,180,RobotEEGAux,True,"[0.26945851375838364, 0.10044994456341558, 0.12540667243516934]","[0.2034598032284232, 0.10664032973700448, 0.12785925049712804]","[0.168333623418969, 0.1409711410955055, 0.08997814342959536]","[0.5011330722280639, 0.33453707588308124, 0.6040568560966008]","[0.7338474391370717, 0.16931510207971387, 0.5729078257706076]","[0.6631732505343934, 0.2459651362649741, 0.6958209702397764]","[0.0, 0.0, 0.0]","[0.0, 2.039947312083946e-293, 0.0]","[0.0, 0.0, 0.0]"
268,268,tK7a9aX6kmVCFL6AFTnmFn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*',256,180,180,RobotEEG,True,"[0.2697819933969293, 0.1010870962275984, 0.12496295260479708]","[0.20366807054828456, 0.10334888466128918, 0.1281967854396642]","[0.16904004270196282, 0.13970880126646826, 0.09206916262769474]","[0.5020754472987273, 0.3281886765136219, 0.6051251266725273]","[0.7327682461237113, 0.22169179715258155, 0.5718236921226763]","[0.6611653550411118, 0.2512015758787199, 0.6860813549075323]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
269,269,uDaudJmuDysDMhhUeGB2cn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*z',256,180,180,onlyEEGData,True,"[0.3685182907115822, 0.11273376559395193, 0.20114272369048936]","[0.4107591968147548, 0.09240172218310608, 0.196761296823175]","[0.2995886508693065, 0.1387162264518356, 0.17083762416128334]","[-0.0014247683862036206, -0.000894821498224814, 0.0012541725631803288]","[0.0021002331895070303, -0.001622336804087129, -0.00019996368978964651]","[0.005050159507308915, 0.0011256317794645146, 0.002171978830699527]","[0.2560995097706178, 0.6362386782103742, 0.3165837243495418]","[0.6521123454350604, 0.7276556709232818, 0.9657624784541876]","[0.27833930512565186, 0.8090711496236952, 0.6410506173490247]"
270,270,mD3Xa67kUbiCg8o58qJFSk,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*z',256,180,180,RobotEEGAux,True,"[0.2667984816105189, 0.09997689489523932, 0.12508972843924782]","[0.20165668739949905, 0.10574050640559823, 0.12795967096349714]","[0.1691310867229704, 0.14090158290914698, 0.0913049453725144]","[0.5066630482770068, 0.3390704406743454, 0.6050382782717522]","[0.7386900908115926, 0.2261306867974405, 0.5707595403316228]","[0.660967092843047, 0.25128107502666125, 0.6911226448112673]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
271,271,JDwKiWdtJ4ht9BKAGEYniE,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*z',256,180,180,RobotEEG,True,"[0.2667819809605603, 0.09942151263785017, 0.12498413561382032]","[0.20179943023466573, 0.1070554821126962, 0.12703795077574476]","[0.16904836683679642, 0.14221078306785628, 0.0902650064003894]","[0.5067548821891436, 0.3368790146753435, 0.6050960511326497]","[0.7390095500476505, 0.2702491120541569, 0.5747240770855743]","[0.6613621624769672, 0.2515410719537826, 0.6962860023469848]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
272,272,MWWY2YB28CpnV9B6nAdbjV,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*C*',256,180,180,onlyEEGData,True,"[0.3694803227547176, 0.1126081098852534, 0.20133613270971404]","[0.4110775601948825, 0.09253825389423294, 0.1972811676997512]","[0.2999882334470522, 0.1387708655503719, 0.17097704973297184]","[0.002105650210354373, -0.0014345499326318912, 0.0012872246091257286]","[0.008720380926946306, 0.004716752348393091, 0.0009524659205989735]","[-0.01414598611403535, -0.0039053682517879267, -0.000780862970025737]","[0.09327317768522296, 0.44830624430939214, 0.30399864498526125]","[0.0612171457803365, 0.3113047155513136, 0.8379993289870523]","[0.0023919713263333238, 0.4018528769950903, 0.8668842061788076]"
273,273,BXmWCK9fL24Pkbgq3gjZiF,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*C*',256,180,180,RobotEEGAux,True,"[0.2670759914632527, 0.10014113948071142, 0.1248463092247496]","[0.20159335207725898, 0.10620143308198816, 0.12681675875835002]","[0.16935664270070933, 0.14094883264664326, 0.09058186133038452]","[0.5074468588034133, 0.3406759888983493, 0.6062160001915519]","[0.7381770561692583, 0.20777521364055945, 0.5734908228461459]","[0.6600314448513172, 0.2532951887308588, 0.6957426278076209]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
274,274,KUytdodjAQXTq53AziHkzS,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[None, None]'",'*C*',256,180,180,RobotEEG,True,"[0.26731642109278325, 0.09918817324271538, 0.12478953898541152]","[0.20214153580656308, 0.10903149600863828, 0.12580107769030507]","[0.16947610557954731, 0.14219377022688276, 0.08858154135156067]","[0.5070615708892853, 0.3417532567050332, 0.6061142898492746]","[0.7381608862566515, 0.20433743878581892, 0.579655455387493]","[0.6600073025635143, 0.25519850831310703, 0.7038227246222784]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
275,275,37v9xkzHftRrJra65sWWLg,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[0, 4]'",'*',256,180,180,onlyEEGData,True,"[0.3763863737510425, 0.11202376893780597, 0.20308762350842008]","[0.4124138679783286, 0.09430170192196753, 0.1988354217820229]","[0.2997010632255656, 0.13947635959263835, 0.17725717455834436]","[0.002805822935119884, -0.005133480133784735, 0.0004660021239080748]","[-0.000837837715141221, -0.015722188381967633, 0.01973693106999949]","[-0.005970319431477025, 0.011747636906842086, -0.020968924250624982]","[0.025320559217636183, 0.006660576572485105, 0.7098037196890195]","[0.8572722818349627, 0.0007379377957642465, 2.2644826578535136e-05]","[0.1999898430291525, 0.011675739340455168, 6.7439047326669586e-06]"
276,276,PzdMCWtmu7XHWEmQb2KxsX,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,lin_svr,0.001,0,"'[0, 4]'",'*',256,180,180,RobotEEGAux,True,"[0.2720215987729813, 0.09968027009492028, 0.12637596502509196]","[0.20261262818556666, 0.10515000306542943, 0.12595546650300754]","[0.16889408288630062, 0.14194334860142518, 0.09059957565124767]","[0.4947727773915492, 0.30856503250917805, 0.600697194598092]","[0.7273885398180496, 0.3110713772566667, 0.5779502491775993]","[0.6602420700596208, 0.2371852769506039, 0.6944693674771688]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
