,Unnamed: 0,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data,config_has_run,mse_train,mse_valid,mse_test,corr_train,corr_valid,corr_test,corr_p_train,corr_p_valid,corr_p_test
104,104,shUkbnLQ9Lrv9EACrpWFoM,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*',256,180,180,onlyEEGData,True,"[0.055367694248355186, 0.0567156920761992, 0.02552569406866644]","[0.3521591905462608, 0.12338686818152332, 0.3380924287471878]","[0.32965410793765204, 0.1445146631240175, 0.2925750332769383]","[0.9623009311724364, 0.9604447704303962, 0.97287875416211]","[0.3606159561810235, -0.2768737841184327, 0.10409861021335616]","[0.1653930009593094, 0.0449971741541097, -0.12092441001744313]","[None, None, None]","[None, None, None]","[None, None, None]"
105,105,n8xTaZv3sKV434cRQTZQrV,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*',256,180,180,RobotEEGAux,True,"[0.038618663883197214, 0.048285422964693764, 0.028965253171137944]","[0.5637528785828794, 0.08056238122033269, 0.16422012578068154]","[1.5363675469762823, 0.09978482633661688, 0.106515009835195]","[0.9507464932382346, 0.9440756090133342, 0.9632233437738528]","[0.6442048836558402, 0.1668177317774108, 0.5833283319349429]","[0.33956418835572644, 0.4967000018238899, 0.7300611073567074]","[None, None, None]","[None, None, None]","[None, None, None]"
106,106,tF8mmfymfpZiHEZFEepc3h,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*',256,180,180,RobotEEG,True,"[0.04356777298474504, 0.0111907013598744, 0.013696274265883416]","[0.17630867500988284, 0.17412837737062006, 0.14684228356299775]","[0.17072822371225674, 0.15082921349349315, 0.08450526434384034]","[0.9438625853646772, 0.94610246590963, 0.9743194957635608]","[0.7434675965992494, 0.1935673898512804, 0.6286831659136516]","[0.6585656592373225, 0.508176679758919, 0.7436496486565676]","[None, None, None]","[None, None, None]","[None, None, None]"
107,107,LELhvdGjJFydy5GFWkGrU7,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*z',256,180,180,onlyEEGData,True,"[0.15063731975312675, 0.04409054327410662, 0.02231081265861871]","[0.31551316564672444, 0.12843096444613478, 0.22113086777121832]","[0.320534330405546, 0.13985720829347548, 0.16549742891547384]","[0.8854386937562212, 0.8146611765279703, 0.9547634145526128]","[0.4472507992862543, -0.16265850585426006, 0.2104410459997807]","[0.16490275432360782, 0.1303648014665163, 0.3181807272089808]","[None, None, None]","[None, None, None]","[None, None, None]"
108,108,cSqxCNZebwtQLb26LW2yGk,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*z',256,180,180,RobotEEGAux,True,"[0.17097352588128656, 0.06303358153945487, 0.02004331999595695]","[0.23576263045327045, 0.06442471112260657, 0.1312691739687089]","[0.22387323185299215, 0.10936358110623416, 0.07209277475315533]","[0.9044487868062115, 0.8592944010973107, 0.9500902306511558]","[0.7692593798780222, 0.355645848535216, 0.5488199845221533]","[0.7526584658198509, 0.4560980564819133, 0.8056733349883871]","[None, None, None]","[None, None, None]","[None, None, None]"
109,109,kEPih65nCydfzQAZQea6oi,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*z',256,180,180,RobotEEG,True,"[0.10560787865862008, 0.05710485189660521, 0.10562974606240642]","[0.13968783432847998, 0.08584116809488683, 0.11326967619275778]","[0.12157600862758886, 0.10084076047864524, 0.09648143659146982]","[0.8411519793100473, 0.6889839870225885, 0.8421874539135213]","[0.7998349507986479, 0.5726205400573638, 0.6712186005435367]","[0.7724345540756102, 0.5778047866318377, 0.8044285625863424]","[None, None, None]","[None, None, None]","[None, None, None]"
110,110,euiiBbT2V5aAFDv6pWinBD,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*C*',256,180,180,onlyEEGData,True,"[0.14658743029820825, 0.040233105653683134, 0.02136093273821749]","[0.4129497430632623, 0.09186536071591833, 0.2678754101978259]","[0.3276189352186878, 0.14038526743985294, 0.2364067810305049]","[0.8702188405101552, 0.8589448557276578, 0.963859589128557]","[0.1917149667045428, 0.14785910093759147, 0.09268559203013524]","[0.13635503149005515, 0.10845596943000023, 0.022095212545355555]","[None, None, None]","[None, None, None]","[None, None, None]"
111,111,Z2xPABhh6sYzqhKbQ2JADg,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*C*',256,180,180,RobotEEGAux,True,"[0.08084003574725601, 0.10620511813761443, 0.0970843856194116]","[0.6555125432068042, 0.06586095956520417, 0.20447268596525944]","[1.9051266855068418, 0.09524698115968973, 0.12391154769431338]","[0.8851905624193115, 0.8712080132508822, 0.9020013168751144]","[0.5946553972596585, 0.5377357153173244, 0.5653508762794482]","[0.3812353410856105, 0.5390106540463571, 0.7868484042639894]","[None, None, None]","[None, None, None]","[None, None, None]"
112,112,jUsxdEbYqaqpVrBSmSBac6,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*C*',256,180,180,RobotEEG,True,"[0.09928128680124157, 0.19793994515395366, 0.0530876544011961]","[0.16497495008653468, 0.07519957429488723, 0.17884731100181514]","[0.1490745265664679, 0.200393344579118, 0.1162092720859506]","[0.8753136844577096, 0.509164868012642, 0.8968003604405059]","[0.7766440879236238, 0.5354407504409473, 0.6360758432038891]","[0.7413840270098621, 0.06903752151620744, 0.7896934410999594]","[None, None, None]","[None, None, None]","[None, None, None]"
113,113,QDTRzeQzxYAHjd24ZDhqg3,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*',256,180,180,onlyEEGData,True,"[0.059247143368326836, 0.010028769622178009, 0.01122078712125615]","[0.403679241457682, 0.190697968424706, 0.2558389088411009]","[0.3249061591504665, 0.29269529669807204, 0.185688700150238]","[0.9714534777966076, 0.9575387299410952, 0.9772817830278291]","[0.2944154873272581, -0.10254775682822627, -0.06531757568957743]","[0.2369519390071401, 0.22140630647594547, 0.1606181123220326]","[None, None, None]","[None, None, None]","[None, None, None]"
114,114,nBftbShAu36CN5XSuXdF2B,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEGAux,True,"[0.02169264833773336, 0.04654342867262983, 0.012365908026336045]","[0.2527911607803923, 0.09390441248758456, 0.13855823836802098]","[0.4403788115871086, 0.15194706999686325, 0.07174168087625771]","[0.9712383366241022, 0.9106079769849944, 0.9762120160638332]","[0.6032009172801472, 0.1788490836100356, 0.5345440760707195]","[0.09332841594846776, 0.4845078959733551, 0.7884596956380437]","[None, None, None]","[None, None, None]","[None, None, None]"
115,115,XrwBUrpwmKLtx9onPcSzJA,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEG,True,"[0.027793549566770038, 0.03333465768327069, 0.012962512488601531]","[0.14557642125514114, 0.2903404299462779, 0.42709516340427184]","[0.1766622828717312, 0.3744382659036122, 0.3041605071865776]","[0.9661801718553992, 0.8893237795714275, 0.9808692349798378]","[0.794750948228658, 0.11755844419851495, 0.20837875707504613]","[0.6584803693462233, 0.3984440263339803, 0.42341387043104506]","[None, None, None]","[None, None, None]","[None, None, None]"
116,116,rodkHTjwD6jViGLjd2UbSW,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*z',256,180,180,onlyEEGData,True,"[0.21318309660099685, 0.06689885605547383, 0.024146669820046845]","[0.5099920578552095, 0.20422660588715846, 0.30577898862656583]","[0.4093138046478957, 0.34540684537941146, 0.2325246570987648]","[0.9151101753803028, 0.7285021857822093, 0.9614377910903492]","[0.14622820429640962, -0.20503978268382014, -0.015323444661115291]","[0.06169947091903737, 0.2882637198082256, 0.09469983679451577]","[None, None, None]","[None, None, None]","[None, None, None]"
117,117,Gw2CDjdpEaTNav8xwfefPJ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEGAux,True,"[0.2471813145724516, 0.04520530529368132, 0.02803114271214229]","[0.35494803846552125, 0.062211661651897975, 0.1824242053239533]","[0.3025508420018667, 0.1122539887267552, 0.12419284063945993]","[0.9000699593800486, 0.8415518878974985, 0.9334623716965104]","[0.7591152657931461, 0.3558485154740673, 0.3278068445950754]","[0.716892125515787, 0.5595382930470119, 0.6766972003745145]","[None, None, None]","[None, None, None]","[None, None, None]"
118,118,igQGKWBp84hH2y5YWXN4WK,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEG,True,"[0.10288888978801908, 0.07987823870282745, 0.11187655390709844]","[0.1644239772236749, 0.09815925079282747, 0.18922674287570995]","[0.15038331091571389, 0.1556073541051886, 0.1401116887756278]","[0.859583841102293, 0.5183412127285548, 0.8452130107962663]","[0.7652122550836327, 0.5484078899001016, 0.2848189590661109]","[0.7259249517125641, 0.4932694794871283, 0.7166307741729815]","[None, None, None]","[None, None, None]","[None, None, None]"
119,119,tygJkzbgdYxAvRJCtxS6cn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*C*',256,180,180,onlyEEGData,True,"[0.12011665003975075, 0.07090694493553418, 0.015231365909333713]","[0.4173621893598792, 0.1873481281185418, 0.26022087355678003]","[0.4905892550275566, 0.2412980876946717, 0.21923142068841486]","[0.8728366948894938, 0.7885320404708259, 0.9667559278809624]","[0.2222388403214724, 0.08067115740126421, 0.0997831163570547]","[-0.011521204069303136, 0.43468332281240507, 0.03304935696091366]","[None, None, None]","[None, None, None]","[None, None, None]"
120,120,kNqzGC39yiJ82RmYjLCiCm,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEGAux,True,"[0.06797634982503951, 0.09759027336418792, 0.12311703833878973]","[0.5037428514006432, 0.053895069662941976, 0.2509887785221753]","[0.7695662761002444, 0.0711182060368945, 0.21022421661555096]","[0.903266787224738, 0.7942285967812786, 0.904965346402574]","[0.5260786194497439, 0.5474868346124159, 0.4524340720321932]","[0.1867621695962772, 0.6791898630467735, 0.7231219628893163]","[None, None, None]","[None, None, None]","[None, None, None]"
121,121,fRCPuA2C2gTwYGRPUUvoUH,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEG,True,"[0.10946576665305803, 0.1149436008147519, 0.06937152499616651]","[0.2106190975127595, 0.055394257251382535, 0.27090675090805866]","[0.2242316896660944, 0.16298677374640208, 0.2261392479615935]","[0.8749912940345741, 0.4264580798657356, 0.8932730220705898]","[0.7701475682981248, 0.4956879268209282, 0.2828535559952695]","[0.6902508646600787, 0.07475936639908284, 0.6720237517072759]","[None, None, None]","[None, None, None]","[None, None, None]"
122,122,nLd8osju9jTVeHEapwUczH,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*',256,180,180,onlyEEGData,True,"[0.06364308517095782, 0.006901535617753767, 0.01229312819420884]","[0.3896853180413835, 0.22902645806917984, 0.2886316160137733]","[0.3314388036895334, 0.2766916978727566, 0.1897625367293197]","[0.9697942399289456, 0.9746138556537548, 0.9742272005469907]","[0.3500614807964742, -0.21699746331769354, 0.0014279631109921616]","[0.3388034204426124, 0.2535851628535335, 0.3120010756488737]","[None, None, None]","[None, None, None]","[None, None, None]"
123,123,2kTBvCP4A8aoCdnGvLi8d9,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*',256,180,180,RobotEEGAux,True,"[0.02228850350985604, 0.019204962694174217, 0.009569327730136185]","[0.254696088225654, 0.12989571498016292, 0.13113572548949315]","[0.376993067981152, 0.17930073946128397, 0.07783781762203472]","[0.9761157003432388, 0.9760174177538252, 0.9791416055896236]","[0.6753159005040565, 0.20054181543635785, 0.6411162203008534]","[0.4455578716547666, 0.3561318245432925, 0.8260186862839496]","[None, None, None]","[None, None, None]","[None, None, None]"
124,124,dYvtdEKLDsoAvypinrHLUi,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*',256,180,180,RobotEEG,True,"[0.02313315539861158, 0.015672298061043106, 0.01086557897345854]","[0.2342794375138336, 0.20260282873772503, 0.1593710087825743]","[0.1842514591270618, 0.24561439025519266, 0.06576730775531757]","[0.972158175110298, 0.9439606954559788, 0.9804346011746063]","[0.6457839135205078, 0.331087731276472, 0.5630804348080359]","[0.6250854206850461, 0.3148941096186014, 0.8207459734833839]","[None, None, None]","[None, None, None]","[None, None, None]"
125,125,ayX6YiKGGjB68aWnYkgXcD,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*z',256,180,180,onlyEEGData,True,"[0.10516581461434403, 0.03283573523218529, 0.03015869073779313]","[0.35794905481043826, 0.14046991206286996, 0.20931276812982025]","[0.3567886481459221, 0.2302344841987229, 0.20085926730646173]","[0.9265457235283664, 0.8765476899133389, 0.9594641886882532]","[0.3490947322724056, -0.133093001464982, 0.0879554003423327]","[0.10768158086180203, 0.28476737408692115, 0.15367269823326013]","[None, None, None]","[None, None, None]","[None, None, None]"
126,126,KYuGUZjBEhsSrwTHNNYGim,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*z',256,180,180,RobotEEGAux,True,"[0.33423578983112684, 0.03655363571435842, 0.021110227882679498]","[0.3800653587566333, 0.08229821717387505, 0.13811279891916875]","[0.3549490547582005, 0.1505497449360202, 0.08579371187291789]","[0.909702850398892, 0.8594924793197941, 0.9572950889811772]","[0.7521554856359989, 0.3533866892538821, 0.60689508985155]","[0.6971905761357474, 0.5055762731160912, 0.8114544173369734]","[None, None, None]","[None, None, None]","[None, None, None]"
127,127,ZdUhYJcXFNgqXLoHZmNZET,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*z',256,180,180,RobotEEG,True,"[0.08256625234029227, 0.12755115182439158, 0.07586763603122611]","[0.15408716794480098, 0.09017440764589256, 0.15249625451109386]","[0.1311190638984187, 0.0994050826751784, 0.0984697180350175]","[0.8769774572999036, 0.7817549571445459, 0.8587868650896456]","[0.7736368279192469, 0.338339705889754, 0.6449982460287759]","[0.7523115919240163, 0.5164568702664315, 0.8082868165360529]","[None, None, None]","[None, None, None]","[None, None, None]"
128,128,ngQknnUmPVBT2E2NN5LBQK,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*C*',256,180,180,onlyEEGData,True,"[0.14280212708718834, 0.04606338164147376, 0.017760732556536478]","[0.4681523430548357, 0.11019409636265776, 0.2252124671855669]","[0.33832087200344274, 0.12587322813741275, 0.19057032959849649]","[0.9131823645667692, 0.8807233870014726, 0.9599166887296168]","[0.2394656733094068, -0.2502866459178063, 0.15174087552016072]","[0.2479366351680873, 0.2621224774172769, 0.137681210826127]","[None, None, None]","[None, None, None]","[None, None, None]"
129,129,ubN2tBjn8sYFNSXBPuUJnL,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*C*',256,180,180,RobotEEGAux,True,"[0.0968564091370471, 0.10789387970752297, 0.14554948064877646]","[0.6083472649033149, 0.06696698810444789, 0.1540665886040484]","[1.0885362953282474, 0.09883764147591054, 0.09616927497005194]","[0.9052868772364386, 0.8783334536670191, 0.9125038293383884]","[0.6928658142417593, 0.6068360219564668, 0.5647114470367478]","[0.4736640282464475, 0.5230128612889793, 0.8031340875234099]","[None, None, None]","[None, None, None]","[None, None, None]"
130,130,TPyRpgNmT6QUsFZKFdvzsh,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[20, 30]'",'*C*',256,180,180,RobotEEG,True,"[0.1396128803341379, 0.08674683142025827, 0.09127733302959336]","[0.34357036424151965, 0.05303685266650125, 0.14712092770117052]","[0.3265233292673411, 0.1499630483181289, 0.07211073383354069]","[0.8801201299358498, 0.8598189517573839, 0.9086237200298882]","[0.6571085569902438, 0.6218683901681124, 0.5482120555641999]","[0.6457903491485726, 0.2847611532204824, 0.8344339621044884]","[None, None, None]","[None, None, None]","[None, None, None]"
131,131,n8wUcMKzfeRA6SQQgJdtpH,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*',256,180,180,onlyEEGData,True,"[0.05509329958698681, 0.02962835926025477, 0.037720846987335785]","[0.3258267640230361, 0.12821063110500236, 0.37965646118260493]","[0.27351494267415466, 0.1535707160914212, 0.35541146859694056]","[0.9677567544149746, 0.9586526888060504, 0.9670099975435454]","[0.4393070089956468, -0.2259142394022065, -0.0583682268703425]","[0.3414271043276657, 0.237988008274525, -0.09287708831282784]","[None, None, None]","[None, None, None]","[None, None, None]"
132,132,T8QsU4g8eSE8e9h5hVQUM2,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*',256,180,180,RobotEEGAux,True,"[0.03714479445104277, 0.027013411422160044, 0.01585746428477639]","[0.3163504881805249, 0.08769736677575646, 0.30605396594894063]","[0.3116205029943016, 0.10581716744417556, 0.3035103104422601]","[0.9636821230212154, 0.9553716884589541, 0.970258103161752]","[0.6001683350739225, 0.16582651869574502, 0.5282428507686702]","[0.464090581064104, 0.5292361900474734, 0.7555513741069125]","[None, None, None]","[None, None, None]","[None, None, None]"
133,133,a3WSmREmPB7eciVFtgPbCn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*',256,180,180,RobotEEG,True,"[0.030549562235753388, 0.07397910019364018, 0.010012461269905213]","[0.272821399351854, 0.0753151054044118, 0.2270969833885685]","[0.1907749186908261, 0.09818557482422066, 0.18402674450968087]","[0.9639774678610632, 0.9079234139256701, 0.9783938191378329]","[0.6262325563764284, 0.29951622182910803, 0.541956711476777]","[0.651811309700936, 0.5225242600883102, 0.7789776639182152]","[None, None, None]","[None, None, None]","[None, None, None]"
134,134,xdWQu9EHLCyzYDE4Lquuoj,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*z',256,180,180,onlyEEGData,True,"[0.07242960661589616, 0.061435945879384064, 0.0187160693813982]","[0.4068148203110427, 0.13643749623318735, 0.2750247772155183]","[0.3869578898622749, 0.1767822347497672, 0.1977652935834413]","[0.9025983565893057, 0.7137639261259804, 0.9531321514589696]","[0.2823678948163261, -0.4277066284742478, 0.07293748210937302]","[0.36627879783848455, 0.2956645275210062, 0.1995416713456264]","[None, None, None]","[None, None, None]","[None, None, None]"
135,135,D5wJwkav5Q2us5syYmiM86,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*z',256,180,180,RobotEEGAux,True,"[0.12513724491901454, 0.061605746164247466, 0.024590529095832]","[0.2195853913265668, 0.07337176973481528, 0.4024068656262387]","[0.2049230820174967, 0.0942068857590804, 0.2768348483054825]","[0.9261644803893272, 0.8257203186630991, 0.9521131014715648]","[0.7365151053906833, 0.1869949714108151, 0.570119329700606]","[0.6598544555198685, 0.6323766358966476, 0.7578696773949608]","[None, None, None]","[None, None, None]","[None, None, None]"
136,136,VjdjYqjG5u26kyuVz3pX69,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*z',256,180,180,RobotEEG,True,"[0.1044234612055363, 0.1210451312192106, 0.09669412936238507]","[0.27649775900867546, 0.09128097633130093, 0.3251086953985557]","[0.2325524933050188, 0.08477771374281873, 0.2021288036295537]","[0.8752832110280697, 0.7159115260730602, 0.8373473385574269]","[0.6770563050872767, 0.17613819396124353, 0.5552903122679855]","[0.6882097469755177, 0.6351880294617448, 0.7875046826574295]","[None, None, None]","[None, None, None]","[None, None, None]"
137,137,Z5iNss4uiy8q8XC2uGHERn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*C*',256,180,180,onlyEEGData,True,"[0.10969777959549136, 0.042385119376952114, 0.02088880435069338]","[0.4041487395428539, 0.10354003448332293, 0.285861489478122]","[0.3239259246862336, 0.11902550197719187, 0.21591058733423105]","[0.8906847263520588, 0.7942890034043488, 0.951903566913334]","[0.2922736013065023, 0.12205841746978535, 0.07057665622853956]","[0.2004688497087857, 0.3307081363632346, 0.1332642869958438]","[None, None, None]","[None, None, None]","[None, None, None]"
138,138,ZEcE3UPuEqbgmkpiCBmwZU,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*C*',256,180,180,RobotEEGAux,True,"[0.0720494143214197, 0.06136731926567299, 0.08630233126598556]","[0.42699057232128096, 0.052646312904491864, 0.353544895903448]","[0.7123158185669545, 0.08598408450403909, 0.2562047947156295]","[0.9032628215668921, 0.8834644430462784, 0.9033694192863214]","[0.58661918000917, 0.4979867075762944, 0.5351432351619341]","[0.4392921301653291, 0.7088123732583577, 0.7761764832358113]","[None, None, None]","[None, None, None]","[None, None, None]"
139,139,aJA7FJEbRL3DRKbCTxvEDP,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[30, 40]'",'*C*',256,180,180,RobotEEG,True,"[0.1126672393101598, 0.03155961298170825, 0.06613016484006673]","[0.3706957634245412, 0.046214576182740455, 0.3460801342565022]","[0.31005363911390305, 0.08873687918936267, 0.2608650146742885]","[0.8907509933934892, 0.8724451062031046, 0.9079223754877648]","[0.6068096442052892, 0.5569482886306567, 0.5529788540075551]","[0.6003469297111096, 0.6300076417215627, 0.7719564943058109]","[None, None, None]","[None, None, None]","[None, None, None]"
140,140,6ZHQsEjTr7crZpb5NysWJV,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[None, None]'",'*',256,180,180,onlyEEGData,True,"[0.04351678020699816, 0.05987986231789048, None]","[0.4459489186604817, 0.05578802525997162, None]","[0.3780065874258677, 0.20722352961699167, None]","[0.9373300015467514, 0.6567119592383552, None]","[0.2041228596703931, 0.33748989808257834, None]","[0.2571067479124625, -0.13232702623648807, None]","[None, None, None]","[None, None, None]","[None, None, None]"
141,141,V2qMjUNmjoMMNjDTfeGU54,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[None, None]'",'*',256,180,180,RobotEEGAux,True,"[0.04032281535924513, 0.03218102272968371, None]","[0.4629273911317189, 0.039081169292330735, None]","[0.88569571574529, 0.13776488850514093, None]","[0.9416700975465604, 0.8333780940739659, None]","[0.5348762794432181, 0.6349360549379189, None]","[0.2406599053675993, 0.3114327803394065, None]","[None, None, None]","[None, None, None]","[None, None, None]"
142,142,xqTxrXbVjGvYU8VGMmVkKZ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[None, None]'",'*',256,180,180,RobotEEG,True,"[0.0527462743892125, 0.03214991055156066, 0.005771935780785772]","[0.1565207988023758, 0.039700135588645935, 0.26150700946648914]","[0.14993263284365335, 0.1497253080209096, 0.15612435340881348]","[0.923076362585559, 0.8334842309513649, 0.9852690829164628]","[0.7739213711059032, 0.6330976357336455, 0.5542874830056579]","[0.7205736772947062, 0.28709691041459856, 0.7198080185748819]","[None, None, None]","[None, None, None]","[None, None, None]"
143,143,iy9GUf8XJKGSu7gG3kHVUj,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[None, None]'",'*z',256,180,180,onlyEEGData,True,"[0.1007927533608353, 0.05986322116297789, None]","[0.3944651782512664, 0.09545801331599553, None]","[0.31198861698309577, 0.15522392094135284, None]","[0.8493653580678315, 0.6568835602199328, None]","[0.3361295275804278, -0.13963635099562627, None]","[0.2528672100410746, 0.15677974744317766, None]","[None, None, None]","[None, None, None]","[None, None, None]"
144,144,bwpwLimRdQVvHxiw7PawZW,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[None, None]'",'*z',256,180,180,RobotEEGAux,True,"[0.03981739495964203, 0.03839880257210397, 0.009990567250221379]","[0.6315583984057108, 0.06667098651329675, 0.2954729894797007]","[0.8556555112202961, 0.10229015722870824, 0.18817497789859766]","[0.9424472853459251, 0.7971666862330389, 0.9742620848415716]","[0.4779417311654807, 0.3691304114791345, 0.5557724872397043]","[0.15188510208953526, 0.5321650712468801, 0.6967093593328304]","[None, None, None]","[None, None, None]","[None, None, None]"
145,145,g5tCZkiTwBbWATGVb9BwVP,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[None, None]'",'*z',256,180,180,RobotEEG,True,"[0.06679768062449577, 0.037888149706981115, None]","[0.14005993058284122, 0.07250227779150009, None]","[0.12812240173419315, 0.10636658469835916, None]","[0.9013452874218962, 0.8002326399526049, None]","[0.7923413496491503, 0.32643447510816265, None]","[0.7615653774342911, 0.5372405074259926, None]","[None, None, None]","[None, None, None]","[None, None, None]"
146,146,vDxHmbwK4aS7YXxvsexxkH,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,resnet,0.001,0,"'[None, None]'",'*C*',256,180,180,onlyEEGData,True,"[0.0619017253701157, 0.05588922934477037, 0.007384741078764619]","[0.4631574551264445, 0.07239209115505219, 0.3387549022833506]","[0.3769473334153493, 0.16107816000779468, 0.2527439892292023]","[0.9095507287304152, 0.6849477251030948, 0.9817046573862608]","[0.20357903236725114, 0.2807952933286911, 0.06614174868650692]","[0.16683527058634906, -0.14536512566800716, 0.027994824141306964]","[None, None, None]","[None, None, None]","[None, None, None]"
